brand_id,brand,t_hour,t_minute,ext_price
8010004,univmaxi #4,7,13,3901.82
8004003,importoamalg #2,6,33,3901.70
10016003,corpamalgamalg #3,9,33,3901.65
1002001,namelessbrand #8,17,3,3901.50
7002010,importobrand #10,9,34,3901.35
1004001,exportiedu pack #2,18,23,3901.08
2004001,corpbrand #2,19,5,3900.74
1002001,corpcorp #6,18,32,3900.70
6002008,importocorp #8,8,9,3900.65
9014002,edu packunivamalg #2,19,12,3900.60
8014004,edu packmaxi #4,18,52,3900.17
4004002,edu packedu pack #2,7,23,3900.01
4003001,corpcorp #2,17,44,3899.42
10004010,edu packunivamalg #10,18,17,3899.40
2004001,brandunivamalg #6,9,22,3899.34
8015006,scholarmaxi #6,19,50,3898.97
5001001,amalgscholar #2,17,35,3898.50
9009002,maximaxi #2,8,29,3898.32
6012001,edu packmaxi #10,6,9,3898.00
6013002,exportibrand #2,17,20,3897.74
6011003,importobrand #4,17,29,3897.08
3002001,amalgexporti #2,19,9,3896.91
4002001,exportiexporti #2,9,44,3896.68
6003008,exporticorp #8,19,14,3896.58
2003001,scholarnameless #4,18,7,3896.40
2003001,amalgscholar #2,18,8,3895.86
9009010,maximaxi #10,19,26,3895.86
5001001,exportischolar #2,8,50,3895.82
7009007,edu packimporto #2,18,33,3895.36
5002001,amalgexporti #2,18,11,3895.00
10003001,exportiunivamalg #1,18,4,3894.80
6010004,univbrand #4,9,47,3894.66
8008009,amalgmaxi #4,18,34,3894.66
6016004,corpbrand #4,18,4,3893.68
10006013,corpunivamalg #13,17,21,3893.34
6013002,exportibrand #2,19,25,3893.07
5003002,exportischolar #2,7,3,3892.91
3001002,amalgexporti #2,18,31,3892.88
10003002,maxiunivamalg #3,19,48,3892.40
5003001,edu packamalgamalg #3,8,13,3892.34
9005012,scholarmaxi #12,18,53,3892.14
6012003,univamalgamalg #14,9,16,3892.02
10013014,exportiamalgamalg #14,19,22,3891.96
3002001,amalgexporti #2,9,44,3891.89
2002001,amalgamalg #2,18,3,3891.54
9014009,exportiedu pack #2,19,39,3891.47
7013003,edu packexporti #2,8,4,3890.64
8011008,amalgmaxi #8,7,11,3890.25
9005008,scholarmaxi #8,17,51,3890.19
9008002,namelessmaxi #2,19,34,3890.02
10010009,univamalgamalg #9,9,48,3889.97
2003001,namelessunivamalg #16,7,3,3889.60
7010004,univnameless #4,19,30,3889.60
6005004,scholarcorp #4,19,51,3889.26
4003001,exportischolar #2,7,29,3889.20
7011010,amalgnameless #10,17,45,3889.18
3004002,edu packexporti #2,7,4,3889.15
8011006,amalgmaxi #6,17,9,3888.95
7011008,amalgnameless #8,18,12,3888.71
3004002,edu packexporti #2,7,2,3888.25
2004001,brandcorp #4,17,35,3888.16
6005005,edu packcorp #6,18,54,3888.15
10011017,amalgamalgamalg #17,9,11,3888.01
3004001,exportischolar #2,9,23,3887.73
9014008,edu packunivamalg #8,18,11,3887.18
10009005,maxiunivamalg #5,9,16,3887.17
9002009,edu packexporti #2,9,10,3887.10
2001001,corpbrand #10,9,17,3886.90
8008001,amalgnameless #2,17,43,3886.83
6014004,edu packbrand #4,18,37,3886.75
9014008,edu packunivamalg #8,8,39,3886.59
5001001,brandunivamalg #11,17,53,3886.47
9013010,exportiunivamalg #10,18,56,3886.39
9007008,brandmaxi #8,17,13,3886.20
8012006,importomaxi #6,6,11,3886.16
9008004,namelessmaxi #4,9,46,3886.08
9012004,importounivamalg #4,9,30,3886.08
9007009,namelesscorp #6,9,55,3885.87
6014002,edu packbrand #2,18,53,3885.69
5002001,amalgimporto #2,18,22,3885.62
6008005,edu packmaxi #6,17,50,3884.64
7012007,exportischolar #2,17,25,3884.61
5001001,scholarunivamalg #8,17,13,3884.40
5001001,exportischolar #2,19,9,3884.32
9008005,corpunivamalg #6,18,57,3884.16
2003001,amalgscholar #2,9,25,3883.95
9004008,edu packmaxi #8,17,54,3883.78
9014009,exportiedu pack #2,18,9,3883.09
9013008,exportiunivamalg #8,18,46,3882.84
9003008,exportimaxi #8,19,20,3882.74
4004001,exportinameless #8,17,21,3882.63
6016001,amalgexporti #2,18,0,3882.24
8001009,amalgamalg #2,7,3,3882.06
4002002,importoedu pack #2,7,34,3882.04
1001001,importoamalg #2,18,56,3882.00
7003004,exportibrand #4,17,36,3881.68
8014008,edu packmaxi #8,18,30,3881.36
2001001,importoimporto #2,18,39,3881.08
9009004,maximaxi #4,7,46,3881.02
7012003,importonameless #4,19,1,3881.00
6007006,brandcorp #6,6,40,3880.80
8012004,importomaxi #4,9,0,3880.45
1001002,amalgamalg #2,19,44,3879.81
8008009,edu packexporti #2,8,15,3879.48
1002001,scholarbrand #4,17,18,3879.44
8015008,scholarmaxi #8,8,21,3879.36
2002001,brandbrand #2,9,36,3879.34
8013005,importobrand #6,17,0,3879.33
9012004,importounivamalg #4,6,4,3878.64
3004001,exportiexporti #2,18,12,3878.60
3003002,exportiexporti #2,8,20,3878.55
6008004,namelesscorp #4,17,18,3878.40
1002001,corpmaxi #4,8,9,3878.28
9012005,univbrand #2,17,13,3878.07
2002001,edu packbrand #2,7,4,3877.88
3002001,maxibrand #4,17,30,3877.76
1001001,importoamalg #2,18,11,3877.09
2002001,brandbrand #2,18,37,3876.79
7012008,importonameless #8,18,3,3876.00
1001001,exportiexporti #2,18,47,3875.96
10015017,scholaramalgamalg #17,19,22,3875.82
2004002,edu packimporto #2,7,10,3875.46
10002001,importounivamalg #1,8,53,3875.15
10003006,exportiunivamalg #6,18,27,3874.91
5003001,edu packedu pack #2,19,29,3874.80
1003002,exportiamalg #2,9,2,3874.56
7013002,exportinameless #2,9,28,3874.53
10010006,univamalgamalg #6,9,52,3874.23
4003001,corpmaxi #6,8,40,3873.72
6006001,amalgscholar #2,9,3,3873.27
7008004,namelessbrand #4,19,27,3873.10
9014004,edu packunivamalg #4,19,26,3872.89
6002001,edu packamalg #2,18,56,3872.64
10003001,exportiunivamalg #1,19,27,3872.58
9015002,scholarunivamalg #2,17,52,3872.24
8010002,univmaxi #2,18,17,3872.20
8008008,namelessnameless #8,19,53,3871.92
10016003,corpamalgamalg #3,17,33,3871.72
6015006,scholarbrand #6,9,50,3871.27
1001002,amalgamalg #2,7,6,3870.90
8011010,amalgmaxi #10,19,55,3870.68
10002001,importounivamalg #1,9,41,3870.36
7006008,corpbrand #8,17,10,3870.18
10003005,exportiunivamalg #5,9,7,3870.09
9016006,corpunivamalg #6,19,29,3869.52
10009001,amalgamalg #2,17,7,3868.70
10004017,edu packunivamalg #17,8,28,3868.50
10004012,edu packunivamalg #12,18,1,3868.48
7016001,amalgamalg #2,8,55,3868.18
7008006,namelessbrand #6,17,20,3868.15
9009012,maximaxi #12,9,47,3868.02
4001001,importonameless #8,8,29,3867.92
10002011,importounivamalg #11,9,49,3867.61
8001009,amalgamalg #2,9,5,3867.05
10015013,scholaramalgamalg #13,18,28,3866.88
8006007,importoimporto #2,8,5,3865.70
9010012,univunivamalg #12,7,15,3865.70
6012004,importobrand #4,6,0,3865.50
6004005,exportibrand #8,19,25,3864.92
8010004,univmaxi #4,8,59,3864.86
6010007,importoamalg #2,18,59,3864.52
1001001,scholarnameless #2,9,12,3864.40
7007007,amalgimporto #2,9,0,3864.32
6001006,amalgcorp #6,9,55,3864.25
10003006,exportiunivamalg #6,19,32,3864.16
5004002,edu packscholar #2,17,4,3864.15
1001002,amalgamalg #2,7,18,3864.01
9013012,exportiunivamalg #12,18,1,3864.00
10013007,importoedu pack #2,8,52,3863.70
2002001,edu packedu pack #2,17,10,3863.52
10015013,scholaramalgamalg #13,18,42,3863.50
9009002,maximaxi #2,9,41,3863.47
9007009,amalgscholar #2,17,55,3863.13
4001002,amalgedu pack #2,18,50,3863.01
7001010,amalgbrand #10,9,21,3862.80
8013008,exportimaxi #8,18,11,3862.80
9007008,brandmaxi #8,17,20,3862.68
5003002,exportischolar #2,6,16,3861.99
10001009,amalgunivamalg #9,19,25,3861.95
2002001,importoexporti #2,17,12,3861.69
6002008,importocorp #8,18,49,3861.62
8007010,brandnameless #10,7,34,3861.06
6010002,univbrand #2,9,15,3860.80
6010003,amalgbrand #10,9,25,3860.58
10006016,corpunivamalg #16,6,29,3860.48
9002002,importomaxi #2,18,24,3860.37
10014016,edu packamalgamalg #16,9,12,3860.33
7008006,namelessbrand #6,17,26,3860.32
2001001,namelessnameless #10,19,56,3859.84
1002001,amalgscholar #2,19,14,3859.50
8009006,maxinameless #6,19,19,3859.44
8013002,exportimaxi #2,8,49,3859.32
7003001,exportiimporto #2,17,19,3859.20
null,importobrand #2,9,39,3859.10
10006003,corpunivamalg #3,8,1,3858.92
3003001,amalgamalg #2,6,27,3858.84
10015016,scholaramalgamalg #16,17,53,3858.82
7006001,corpcorp #4,8,3,3858.80
7016004,corpnameless #4,19,36,3858.75
8010001,univamalgamalg #5,9,3,3858.66
4003001,exportischolar #2,18,42,3858.57
6006004,corpcorp #4,9,38,3858.57
7002010,importobrand #10,19,30,3857.88
10007001,brandunivamalg #1,9,26,3857.84
4002001,maxibrand #10,9,29,3857.76
5001001,edu packedu pack #2,17,9,3857.70
8004004,edu packnameless #4,9,39,3857.40
2001001,edu packmaxi #10,7,43,3857.25
2004002,edu packimporto #2,17,18,3857.10
7012010,importonameless #10,18,28,3857.04
7004008,edu packbrand #8,17,29,3856.80
4003002,exportiedu pack #2,8,50,3856.62
4004001,exportinameless #8,9,49,3856.41
2003001,scholarnameless #4,9,26,3856.23
10012011,importoamalgamalg #11,17,2,3855.28
9007008,brandmaxi #8,9,26,3854.94
6016001,amalgedu pack #2,17,39,3854.40
6005002,scholarcorp #2,19,35,3853.96
8010004,univmaxi #4,19,51,3853.88
9011008,amalgunivamalg #8,17,47,3853.85
5004001,amalgimporto #2,17,37,3853.30
9007008,brandmaxi #8,19,45,3853.08
2002001,edu packunivamalg #12,19,54,3852.88
4001001,importobrand #2,17,52,3852.24
9002008,importomaxi #8,17,39,3852.24
10001009,amalgunivamalg #9,17,3,3852.16
2001001,edu packmaxi #10,8,42,3852.04
7014005,edu packscholar #2,19,16,3852.04
8011006,amalgmaxi #6,17,56,3852.03
7008007,edu packmaxi #4,18,43,3852.00
9013002,exportiunivamalg #2,18,22,3851.82
10006016,corpunivamalg #16,17,20,3851.16
8013002,exportimaxi #2,19,37,3850.44
8013007,amalgedu pack #2,8,2,3850.35
7007004,brandbrand #4,9,4,3850.24
5003002,exportischolar #2,6,19,3849.75
3001001,amalgamalgamalg #5,19,12,3849.39
6004006,edu packcorp #6,17,8,3849.28
1002001,exportiexporti #2,8,43,3849.25
10006008,amalgscholar #2,18,19,3849.25
4002001,corpbrand #10,8,2,3848.78
4004002,edu packedu pack #2,19,12,3848.71
8005008,scholarnameless #8,9,41,3848.64
7006004,corpbrand #4,17,25,3848.00
7004004,edu packbrand #4,8,17,3847.48
3004001,scholarnameless #4,18,15,3847.02
4001002,amalgedu pack #2,17,44,3846.90
1001001,exportiexporti #2,17,23,3846.85
6004005,scholarnameless #8,19,33,3846.48
10015016,scholaramalgamalg #16,8,24,3846.33
9003008,exportimaxi #8,8,31,3846.01
9001011,exportiedu pack #2,8,32,3845.94
5001001,corpbrand #8,18,50,3845.38
9015009,edu packmaxi #4,18,33,3845.07
8003004,exportinameless #4,17,18,3844.84
10014011,edu packamalgamalg #11,19,33,3844.84
9009004,maximaxi #4,8,12,3844.78
4003001,corpmaxi #6,18,4,3844.46
6010001,importoedu pack #2,18,36,3844.40
9007005,maxinameless #10,17,19,3844.40
4003001,amalgimporto #2,18,59,3844.28
5001001,exportinameless #8,18,3,3844.17
9008002,namelessmaxi #2,6,12,3844.08
3004001,corpmaxi #10,6,52,3844.00
10010015,univamalgamalg #15,19,5,3843.85
10005001,univamalgamalg #2,17,2,3843.62
6001008,amalgcorp #8,17,51,3843.45
10003005,corpamalgamalg #6,19,46,3843.25
2002002,importoimporto #2,9,0,3842.50
8016005,namelessunivamalg #10,9,27,3842.39
10006009,corpunivamalg #9,9,33,3841.50
6005006,scholarcorp #6,18,50,3841.11
7009007,maxicorp #4,9,8,3840.90
10016011,importoexporti #2,6,40,3840.75
7006006,corpbrand #6,18,18,3840.40
10016013,corpamalgamalg #13,9,3,3839.64
7003004,exportibrand #4,8,38,3839.04
1004001,importoimporto #2,19,31,3838.76
8003004,exportinameless #4,17,34,3838.39
6003004,exporticorp #4,19,32,3838.38
5003001,edu packimporto #2,18,27,3837.95
10010001,importoimporto #2,17,25,3837.61
5004002,edu packscholar #2,8,27,3837.25
9008005,corpunivamalg #6,18,53,3837.24
9014002,edu packunivamalg #2,17,48,3837.24
9002002,importomaxi #2,19,44,3836.88
5002001,exportiimporto #2,18,42,3836.76
10006009,corpunivamalg #9,18,0,3836.66
1003001,amalgimporto #2,6,1,3836.58
7010004,univnameless #4,17,0,3836.25
10016007,scholarnameless #4,19,35,3835.72
9013005,scholarcorp #6,9,39,3835.65
3003002,exportiexporti #2,19,2,3835.32
10004017,edu packunivamalg #17,17,54,3835.23
9014012,edu packunivamalg #12,19,17,3835.08
4002002,importoedu pack #2,19,19,3834.73
7016004,corpnameless #4,17,53,3834.69
1003001,corpunivamalg #12,8,41,3834.60
5002001,exporticorp #4,9,51,3834.24
10002016,importounivamalg #16,18,55,3834.12
9003006,exportimaxi #6,17,27,3833.55
8010008,univmaxi #8,9,34,3832.64
4003002,exportiedu pack #2,8,37,3832.20
10002001,importounivamalg #1,19,10,3831.85
7014009,importoimporto #2,9,41,3831.46
10003002,exportiunivamalg #2,7,1,3831.28
6004007,namelessbrand #8,19,59,3830.40
6013003,namelessnameless #10,18,41,3829.96
6006004,corpcorp #4,19,46,3829.86
5002001,edu packmaxi #2,17,26,3829.84
7003010,exportibrand #10,19,46,3829.67
10013002,exportiamalgamalg #2,18,42,3829.65
6013008,exportibrand #8,19,42,3829.56
2003001,scholarmaxi #12,6,18,3829.44
6003008,exporticorp #8,17,44,3828.79
9014004,edu packunivamalg #4,9,34,3828.76
8013004,exportimaxi #4,6,10,3828.72
8015001,maxicorp #2,9,32,3828.67
7008010,namelessbrand #10,8,58,3828.60
2004001,brandcorp #4,17,27,3828.58
7004002,edu packbrand #2,17,2,3828.51
1002001,exportiunivamalg #10,19,22,3828.38
5001001,amalgedu pack #2,18,43,3828.24
8009010,maxinameless #10,7,53,3828.06
6007002,brandcorp #2,18,35,3827.40
10010006,univamalgamalg #6,19,8,3826.90
8006006,corpnameless #6,18,0,3826.60
2003001,amalgbrand #4,17,21,3826.35
9002002,importomaxi #2,19,47,3826.35
10009005,maxiunivamalg #5,19,32,3825.92
7008010,namelessbrand #10,8,24,3825.80
5002001,exportiimporto #2,17,22,3825.68
2002001,exportiexporti #2,17,33,3825.65
1001001,importoamalg #2,8,36,3825.12
4001001,corpnameless #8,17,47,3825.12
8006010,corpnameless #10,19,33,3825.03
5003001,exportiamalgamalg #12,9,51,3825.01
4001001,corpmaxi #4,8,45,3824.16
3001002,amalgexporti #2,9,28,3823.94
4003001,namelessnameless #4,18,7,3823.74
8015008,scholarmaxi #8,7,14,3823.68
6009001,amalgamalg #2,18,36,3823.20
7007010,brandbrand #10,7,50,3822.84
9012005,univbrand #2,8,59,3822.63
9007002,brandmaxi #2,7,45,3822.45
10003010,exportiunivamalg #10,7,31,3822.04
2004001,maxiunivamalg #10,17,31,3822.00
9007009,amalgscholar #2,19,29,3822.00
6010002,univbrand #2,9,39,3821.71
9015002,scholarunivamalg #2,8,34,3821.58
9006008,corpmaxi #8,7,53,3821.51
8013005,importobrand #6,9,55,3820.92
5003001,exportiamalgamalg #12,17,1,3820.76
8003010,exportinameless #10,9,31,3820.49
4004001,exportinameless #8,9,47,3820.47
8010005,exportischolar #2,6,33,3820.32
9006006,corpmaxi #6,18,5,3820.17
5002001,exporticorp #2,9,19,3819.15
7015002,scholarnameless #2,17,35,3818.76
2004002,edu packimporto #2,9,44,3818.46
9011008,amalgunivamalg #8,18,5,3818.24
6004002,edu packcorp #2,17,33,3817.67
8011010,amalgmaxi #10,17,26,3817.38
10001009,amalgunivamalg #9,7,49,3816.72
10016016,exportischolar #2,6,4,3816.32
7004001,exportiamalg #2,17,37,3816.12
8010006,univmaxi #6,9,49,3815.70
10012011,importoamalgamalg #11,17,19,3815.00
1003001,namelessunivamalg #12,17,1,3814.54
1003001,exportiexporti #2,17,21,3814.44
4003001,importoedu pack #2,9,3,3814.25
8014010,edu packmaxi #10,19,56,3814.00
10002014,importounivamalg #14,19,14,3814.00
1003002,exportiamalg #2,9,0,3813.63
8011006,amalgmaxi #6,17,34,3813.48
10001014,amalgunivamalg #14,19,50,3813.48
3001002,amalgexporti #2,17,11,3813.44
6012003,univamalgamalg #14,8,39,3813.31
10014014,edu packamalgamalg #14,8,20,3813.30
8014005,edu packamalg #2,9,53,3813.24
8006009,edu packedu pack #2,19,1,3813.00
6016006,corpbrand #6,6,22,3812.90
10008004,namelessunivamalg #4,19,58,3812.48
10007016,brandunivamalg #16,19,17,3812.11
9003008,exportimaxi #8,17,8,3812.06
4003001,namelessnameless #4,9,2,3811.68
8003010,exportinameless #10,19,17,3811.50
2001001,namelessnameless #10,19,4,3811.40
8004007,edu packamalg #2,18,54,3811.08
10005008,exportiexporti #2,17,43,3811.00
6015006,scholarbrand #6,17,28,3810.70
10009013,exportibrand #6,8,0,3810.54
5002001,exporticorp #4,18,15,3809.90
10003011,exportiunivamalg #11,9,52,3809.80
7016008,corpnameless #8,17,57,3809.72
3004002,edu packexporti #2,7,30,3809.50
10015003,scholaramalgamalg #3,9,10,3809.13
10009013,maxiunivamalg #13,17,50,3808.89
3003001,exportiimporto #2,17,9,3808.31
4003002,exportiedu pack #2,9,20,3808.09
5004001,amalgamalg #2,19,45,3808.00
10006008,amalgscholar #2,9,49,3807.84
8015008,scholarmaxi #8,17,36,3807.42
9008005,corpunivamalg #6,8,24,3807.40
6015007,exportibrand #8,19,52,3807.30
8013008,exportimaxi #8,9,42,3807.22
10009003,maxiunivamalg #3,8,37,3807.02
2002002,importoimporto #2,19,7,3806.24
7014002,edu packnameless #2,9,48,3805.93
5002001,amalgamalg #2,18,46,3805.13
2003002,exportiimporto #2,6,29,3804.64
7001001,exportiedu pack #2,18,31,3804.57
7010004,univnameless #4,8,55,3804.00
9010003,exportiexporti #2,17,7,3803.92
2004002,edu packimporto #2,8,6,3803.90
7002010,importobrand #10,17,33,3803.77
9014010,edu packunivamalg #10,7,27,3803.70
10015003,scholaramalgamalg #3,9,7,3803.40
4002001,namelessbrand #10,18,34,3803.35
10008008,namelessunivamalg #8,9,34,3802.96
10004011,edu packunivamalg #11,9,3,3802.77
10005014,scholarunivamalg #14,9,21,3802.65
4003001,importoamalgamalg #11,17,16,3802.61
1002002,importoamalg #2,6,51,3802.27
1004002,edu packamalg #2,7,42,3802.08
8010008,univmaxi #8,17,47,3802.05
4002001,importonameless #6,8,46,3801.96
5003001,importoimporto #2,18,11,3801.20
5002001,amalgimporto #2,17,30,3800.80
6001002,amalgcorp #2,8,59,3800.52
9007008,brandmaxi #8,17,40,3800.44
3003001,amalgmaxi #10,8,54,3800.16
7013002,exportinameless #2,18,33,3800.12
7011010,amalgnameless #10,8,26,3800.00
7014002,edu packnameless #2,6,40,3799.95
10006017,corpunivamalg #17,9,26,3799.17
9014004,edu packunivamalg #4,19,21,3798.52
6007004,brandcorp #4,8,4,3798.42
10005008,scholarunivamalg #8,17,1,3798.00
5003002,exportischolar #2,6,18,3797.64
7010006,univnameless #6,9,33,3797.58
9006012,corpmaxi #12,18,26,3797.28
4002001,corpunivamalg #12,9,14,3797.10
6007001,brandnameless #10,6,28,3797.01
6003002,exporticorp #2,9,16,3796.50
6016003,edu packamalg #2,18,56,3795.75
8016005,namelessunivamalg #10,9,52,3795.35
6004001,scholarnameless #6,9,53,3795.33
7005006,scholarbrand #6,18,13,3794.88
7006006,corpbrand #6,6,57,3794.72
9015012,scholarunivamalg #12,17,46,3794.60
9015002,scholarunivamalg #2,18,49,3794.43
9008002,namelessmaxi #2,6,23,3793.59
8002004,importonameless #4,9,9,3793.55
3002002,importoexporti #2,9,41,3793.50
2001001,edu packexporti #2,19,19,3793.24
4001002,amalgedu pack #2,8,43,3792.95
5002002,importoscholar #2,19,59,3792.87
9013012,exportiunivamalg #12,18,29,3792.87
10005005,scholarunivamalg #5,8,33,3792.67
1001001,exportiexporti #2,9,27,3792.50
6012001,edu packmaxi #10,18,22,3792.34
10005014,namelessmaxi #6,7,57,3791.34
10009010,brandbrand #10,17,45,3791.34
8007008,brandnameless #8,7,11,3791.10
5001001,edu packexporti #2,18,57,3791.04
6014004,edu packbrand #4,18,3,3790.80
10012016,amalgimporto #2,19,39,3790.64
1002001,namelessbrand #8,19,9,3790.60
7003008,exportibrand #8,17,18,3790.55
10014001,maxibrand #4,18,45,3790.02
8009004,maxinameless #4,18,17,3789.67
10007001,brandunivamalg #1,9,35,3789.64
1001001,importomaxi #4,9,15,3789.48
10003006,exportiunivamalg #6,17,54,3788.98
2004001,univnameless #6,19,5,3788.79
2003002,exportiimporto #2,8,47,3788.54
7001002,amalgbrand #2,19,21,3788.40
8014009,edu packamalg #2,17,2,3787.97
7012010,importonameless #10,9,30,3787.78
7014003,amalgamalg #2,18,30,3787.70
9015012,scholarunivamalg #12,17,23,3787.68
8010008,univmaxi #8,18,54,3787.50
8003004,exportinameless #4,7,11,3787.49
9008009,edu packexporti #2,8,1,3787.46
2004002,edu packimporto #2,8,33,3787.44
1003001,exportiedu pack #2,18,27,3787.29
7007003,amalgedu pack #2,17,42,3787.08
9007011,importoexporti #2,9,25,3786.86
10015015,scholaramalgamalg #15,8,8,3786.17
3002001,namelessunivamalg #15,19,14,3786.16
4003001,amalgamalg #2,6,36,3786.03
1004001,edu packscholar #2,8,40,3785.80
4001001,amalgmaxi #4,17,25,3785.56
2004001,importoscholar #2,19,54,3785.47
6007006,brandcorp #6,6,21,3785.37
6012002,importobrand #2,9,2,3785.22
1004001,exportiexporti #2,9,2,3785.10
6016004,corpbrand #4,19,15,3785.10
7008006,namelessbrand #6,18,56,3785.10
10002015,importounivamalg #15,17,31,3784.86
8001009,edu packscholar #2,9,48,3784.66
4002001,corpbrand #10,19,14,3784.40
4004001,exportischolar #2,18,10,3784.40
8006006,corpnameless #6,18,53,3784.32
8016005,amalgimporto #2,19,51,3783.96
10003006,exportiunivamalg #6,18,30,3783.73
8012004,importomaxi #4,19,31,3783.24
10010012,univamalgamalg #12,9,45,3783.14
1004001,exportiexporti #2,17,32,3782.79
6004001,scholarnameless #6,17,50,3782.74
9010003,importonameless #10,18,12,3782.70
1001002,amalgamalg #2,8,37,3782.66
5001002,amalgscholar #2,19,48,3782.55
5003001,exportiamalg #2,18,51,3782.52
10013004,exportiamalgamalg #4,8,41,3782.50
7008006,namelessbrand #6,7,22,3782.32
7013001,exportiimporto #2,17,15,3782.12
9011002,amalgunivamalg #2,18,57,3781.61
10008002,namelessmaxi #12,9,17,3781.61
10002006,edu packamalgamalg #7,19,45,3781.55
1001001,namelessunivamalg #4,9,51,3781.47
9010008,univunivamalg #8,9,48,3781.44
7009009,exportibrand #10,17,29,3781.31
9016006,corpunivamalg #6,17,36,3780.70
1004001,importounivamalg #12,9,39,3780.68
10012002,importoamalgamalg #2,17,28,3780.66
9014008,edu packunivamalg #8,8,16,3780.58
8010003,namelessunivamalg #5,19,57,3780.50
8012001,amalgexporti #2,9,57,3780.00
7014006,edu packnameless #6,19,22,3779.82
5002001,edu packamalgamalg #8,8,11,3779.70
6015006,scholarbrand #6,8,2,3779.60
3004001,edu packbrand #2,19,16,3779.16
8012004,importomaxi #4,17,37,3779.10
6008008,namelesscorp #8,17,3,3778.72
9015002,scholarunivamalg #2,7,2,3778.43
2001001,corpnameless #4,18,5,3778.20
5002001,amalgexporti #2,6,34,3777.60
6013007,exportiedu pack #2,19,13,3777.49
5002001,exportiexporti #2,17,15,3776.85
9011008,amalgunivamalg #8,18,11,3776.76
10014011,edu packamalgamalg #11,7,12,3776.59
8007010,brandnameless #10,19,20,3776.08
3001001,maxibrand #8,8,9,3776.00
10012004,importoamalgamalg #4,19,6,3776.00
1004001,exportiedu pack #2,17,54,3775.36
6014005,edu packamalgamalg #8,18,30,3775.36
1002001,scholarmaxi #10,19,37,3775.28
5003001,amalgamalgamalg #3,17,57,3774.68
6011008,amalgbrand #8,17,51,3774.65
9008005,corpunivamalg #6,9,5,3774.40
5003001,exportiexporti #2,9,19,3773.84
1003001,exportiexporti #2,17,36,3773.15
6003002,exporticorp #2,18,10,3773.00
9008005,corpunivamalg #6,9,31,3772.80
9011008,amalgunivamalg #8,9,30,3772.70
1002001,scholarbrand #4,7,4,3772.50
6008006,namelesscorp #6,6,38,3772.45
7003004,exportibrand #4,17,39,3772.23
4003001,exportischolar #2,18,32,3771.90
5003001,importoedu pack #2,18,24,3771.90
8012010,importomaxi #10,17,12,3771.64
5002001,amalgexporti #2,7,41,3771.60
3002002,importoexporti #2,7,12,3771.56
1004001,importoedu pack #2,19,56,3771.54
4003001,amalgexporti #2,17,10,3771.46
2001002,amalgimporto #2,7,56,3770.49
10007005,brandunivamalg #5,19,53,3770.28
8014003,exportiunivamalg #1,17,40,3770.24
9011005,importoimporto #2,18,44,3769.92
9016009,maxiunivamalg #13,8,36,3769.92
9005012,scholarmaxi #12,19,30,3769.88
7010004,univnameless #4,9,46,3769.84
4004001,maxinameless #8,9,10,3769.51
6001004,amalgcorp #4,18,36,3769.20
8010008,univmaxi #8,9,39,3769.08
7009004,maxibrand #4,17,22,3768.53
6012002,importobrand #2,19,47,3768.30
10011017,amalgamalgamalg #17,8,1,3768.24
5004001,scholarnameless #6,19,3,3768.18
2001001,corpnameless #4,18,39,3768.05
2004001,exportischolar #2,17,8,3768.05
4002002,importoedu pack #2,6,22,3768.00
7012007,amalgunivamalg #16,8,3,3768.00
4001002,amalgedu pack #2,7,55,3767.65
7009007,maxicorp #4,17,35,3767.61
2002002,importoimporto #2,7,45,3767.40
9012005,univbrand #2,19,25,3767.04
10009001,amalgamalg #2,17,25,3766.80
9014012,edu packunivamalg #12,8,59,3766.71
6016006,corpbrand #6,7,5,3766.48
4003001,namelessnameless #4,19,27,3766.28
9014002,edu packunivamalg #2,9,58,3766.18
9012004,importounivamalg #4,19,53,3765.94
8003010,exportinameless #10,9,56,3765.71
9004008,edu packmaxi #8,9,28,3765.65
2004001,importoexporti #2,19,21,3765.64
6003008,exporticorp #8,6,1,3765.17
2003001,edu packscholar #2,8,21,3765.08
3003001,exportiedu pack #2,6,17,3765.08
6016006,corpbrand #6,18,1,3765.08
9008008,namelessmaxi #8,9,38,3765.04
9011003,amalgnameless #4,19,37,3764.97
6001006,amalgcorp #6,9,52,3764.96
9010010,univunivamalg #10,18,11,3764.35
7004010,edu packbrand #10,19,51,3763.72
9008008,namelessmaxi #8,19,8,3763.30
2002002,importoimporto #2,9,25,3763.20
7013001,exportiimporto #2,18,44,3763.14
7002008,importobrand #8,6,10,3762.90
3003002,exportiexporti #2,8,55,3762.83
9003006,exportimaxi #6,8,51,3762.50
4002002,importoedu pack #2,6,56,3762.07
1001001,scholarnameless #2,18,13,3762.00
10009009,maxiunivamalg #9,19,2,3761.28
10003005,exportiunivamalg #5,18,38,3761.10
6003001,importoimporto #2,19,17,3760.96
6003002,exporticorp #2,18,54,3760.96
7011008,amalgnameless #8,18,13,3760.80
4004001,amalgunivamalg #10,17,44,3760.35
9008008,namelessmaxi #8,9,58,3759.84
10005010,scholarunivamalg #10,9,16,3759.53
6006002,corpcorp #2,18,35,3759.48
6015004,scholarbrand #4,17,23,3759.36
4003001,exportiexporti #2,9,30,3759.28
4003001,exportiedu pack #2,6,18,3758.76
3001001,amalgamalgamalg #5,17,43,3758.48
6005002,scholarcorp #2,9,46,3758.25
