product_name,store_name,store_zip,b_street_number,b_street_name,b_city,b_zip,c_street_number,c_street_name,c_city,c_zip,syear,cnt,s11,s21,s31,s12,s22,s32,syear,cnt
n steingpriprioughtought,eing,25709,309,14th ,Wilson,76971,354,Second ,null,null,2001,1,59.63,106.14,0.00,67.67,121.12,0.00,2002,1
n steingpriprioughtought,ese,32477,237,Lake Sunset,Mount Vernon,48482,632,River Lakeview,Glendale,53951,2001,1,6.76,11.83,317.76,13.76,16.64,0.00,2002,1
n steingpriprioughtought,ese,32477,237,Lake Sunset,Mount Vernon,48482,632,River Lakeview,Glendale,53951,2001,1,6.76,11.83,317.76,58.61,115.46,0.00,2002,1
n steingpriprioughtought,ese,56098,53,Jackson ,Mountain View,34466,383,Poplar Dogwood,Greenville,81387,2001,1,52.52,69.32,0.00,21.03,42.06,1179.78,2002,1
n steingpriprioughtought,ese,32477,671,4th ,Shiloh,49275,647,Fourteenth ,Walnut Grove,27752,2001,1,85.36,157.91,0.00,13.76,16.64,0.00,2002,1
n steingpriprioughtought,ese,32477,671,4th ,Shiloh,49275,647,Fourteenth ,Walnut Grove,27752,2001,1,85.36,157.91,0.00,58.61,115.46,0.00,2002,1
n steingpriprioughtought,ought,30059,815,3rd ,null,null,736,Adams Mill,Lakewood,28877,2001,1,61.94,87.95,0.00,25.78,47.43,0.00,2002,1
n stn stableoughtn st,anti,39231,502,Williams Third,Hopewell,80587,152,Sunset Second,Clinton,78222,2001,1,25.34,46.37,0.00,40.69,74.46,0.00,2002,1
n stn stableoughtn st,eing,72812,433,Forest ,Kingston,34975,428,Willow Miller,Crossroads,20534,2001,1,32.57,48.52,0.00,85.81,105.54,2059.10,2002,1
n stn stableoughtn st,ought,34136,943,Spring ,Glenwood,43511,419,Washington ,Stewart,98041,2001,1,72.89,137.03,208.58,22.37,30.64,0.00,2002,1
oughtbarn stationeseought,able,58828,258,5th ,Ashland,34244,223,Center Forest,Georgetown,37057,2001,1,27.15,48.05,0.00,85.17,111.57,0.00,2002,1
oughtbarn stationeseought,able,41904,645,13th Church,Pleasant Grove,34136,731,Chestnut ,Mount Pleasant,71933,2001,1,56.08,71.22,887.15,93.52,145.89,0.00,2002,1
oughtbarn stationeseought,ation,50059,235,Walnut 3rd,Bethel,25281,409,Eigth ,Georgetown,47057,2001,1,88.83,162.55,0.00,84.70,163.47,0.00,2002,1
oughtbarn stationeseought,bar,78721,684,Church 4th,Friendship,44536,579,Maple ,Woodville,74289,2001,1,52.70,93.27,0.00,22.68,32.20,0.00,2002,1
oughtbarn stationeseought,bar,78721,684,Church 4th,Friendship,44536,579,Maple ,Woodville,74289,2001,1,52.70,93.27,0.00,40.58,78.72,0.00,2002,1
oughtbarn stationeseought,cally,23604,198,null,null,null,704,Maple ,Valley View,85124,2001,1,66.02,109.59,0.00,57.85,109.33,0.00,2002,1
oughtbarn stationeseought,eing,32812,121,Main Spring,Florence,33394,530,Third ,Derby,27702,2001,1,28.13,46.13,0.00,70.67,110.95,0.00,2002,1
oughtbarn stationeseought,eing,45281,532,6th ,Hopewell,20587,403,Smith Pine,Clinton,58222,2001,1,59.03,61.98,0.00,38.23,45.49,0.00,2002,1
oughtbarn stationeseought,eing,52812,523,Davis 6th,Tracy,66340,625,Railroad ,Shiloh,59275,2001,1,97.23,175.98,1451.12,5.66,7.47,0.00,2002,1
oughtbarn stationeseought,eing,52812,523,Davis 6th,Tracy,66340,625,Railroad ,Shiloh,59275,2001,1,97.23,175.98,1451.12,71.58,108.80,0.00,2002,1
oughtbarn stationeseought,n st,50059,184,Ash Oak,Forest,08137,null,Valley ,Salem,null,2001,1,82.52,118.82,2231.56,11.68,19.97,0.00,2002,1
oughtbarn stationeseought,n st,50059,184,Ash Oak,Forest,08137,null,Valley ,Salem,null,2001,1,82.52,118.82,2231.56,82.45,103.88,0.00,2002,1
oughtbarn stationeseought,ought,33604,591,7th Park,Waterloo,51675,643,Spring ,Pleasant Grove,54136,2001,1,54.24,78.64,0.00,1.24,2.08,0.00,2002,1
oughteingn stablebarable,anti,35709,48,Pine ,Plainview,83683,452,Main First,Lebanon,42898,2001,1,15.24,19.65,0.00,80.30,115.63,0.00,2002,1
oughteingn stablebarable,anti,32812,741,Park ,Forest Hills,79237,199,3rd 15th,Pierce,93360,2001,1,51.09,91.45,1546.84,36.86,44.23,0.00,2002,1
oughteingn stablebarable,anti,28048,608,3rd ,Mount Olive,38059,774,13th ,Newport,51521,2001,1,79.07,134.41,1332.97,46.60,75.49,0.00,2002,1
oughteingn stablebarable,bar,78721,756,Broadway ,Taft,30589,956,Oak ,Glendale,73951,2001,1,82.92,155.88,0.00,62.95,124.64,0.00,2002,1
oughteingn stablebarable,eing,25709,63,Birch ,Sulphur Springs,68354,630,Franklin ,Jamestown,86867,2001,1,3.09,3.92,0.00,97.99,104.84,0.00,2002,1
oughteingn stablebarable,eing,25709,578,15th Ash,Riverdale,59391,699,Lincoln Lakeview,Golden,30411,2001,1,20.00,27.60,0.00,97.99,104.84,0.00,2002,1
oughteingn stablebarable,ese,49431,387,North ,Valley View,35124,950,Hickory Forest,Green Acres,47683,2001,1,18.26,25.56,493.85,57.25,102.47,0.00,2002,1
oughteingn stablebarable,n st,29843,271,Broadway ,Roscoe,31854,80,1st Elm,Waterloo,51675,2001,1,67.60,77.06,0.00,43.99,74.34,0.00,2002,1
oughteingn stablebarable,ought,21904,722,Hill ,Five Points,76098,634,View Hill,Pleasant Hill,23604,2001,1,23.91,46.38,624.19,78.81,134.76,0.00,2002,1
oughtoughtoughtn station,ation,40059,104,Madison ,Wilson,76971,861,Washington Green,Crystal,25258,2001,1,3.80,4.97,10.72,11.99,17.98,0.00,2002,1
oughtoughtoughtn station,bar,34136,874,Maple Center,Springdale,18883,270,Spring ,Oakwood,70169,2001,1,35.64,53.46,0.00,13.74,15.25,0.00,2002,1
oughtoughtoughtn station,bar,34136,254,Johnson Third,Glenwood,93511,618,East ,Woodland,84854,2001,1,70.66,74.19,0.00,13.74,15.25,0.00,2002,1
oughtoughtoughtn station,eing,73451,656,6th ,Maple Grove,08852,974,Cherry ,Plainview,73683,2001,1,46.83,86.16,0.00,36.24,49.28,0.00,2002,1
oughtoughtoughtn station,eing,73451,656,6th ,Maple Grove,08852,974,Cherry ,Plainview,73683,2001,1,46.83,86.16,0.00,43.32,81.00,0.00,2002,1
oughtoughtoughtn station,eing,71904,262,Wilson West,New Hope,89431,252,First Williams,Glenwood,63511,2001,1,77.43,143.24,0.00,42.55,83.39,0.00,2002,1
oughtoughtoughtn station,ought,33604,664,1st ,Cedar Grove,60411,103,14th Sycamore,Providence,76614,2001,1,36.12,38.28,0.00,12.68,22.44,0.00,2002,1
oughtoughtoughtn station,ought,34136,523,Center ,Woodlawn,04698,995,Miller ,Siloam,78948,2001,1,51.78,65.76,0.00,75.00,111.00,0.00,2002,1
oughtoughtoughtn station,pri,51933,929,Fourth ,Maple Grove,78252,197,Main ,Springfield,29303,2001,1,60.86,83.37,0.00,40.53,72.14,161.34,2002,1
pricallyeingn stpriought,able,38721,80,Maple 8th,New Hope,79431,130,Hill ,Blanchard,15985,2001,1,64.64,108.59,0.00,91.16,97.54,0.00,2002,1
pricallyeingn stpriought,able,49431,196,5th ,Red Hill,44338,4,River ,Fairview,25709,2001,1,94.36,186.83,0.00,68.86,76.43,10.99,2002,1
pricallyeingn stpriought,able,49431,196,5th ,Red Hill,44338,4,River ,Fairview,25709,2001,1,94.36,186.83,0.00,85.47,90.59,0.00,2002,1
pricallyeingn stpriought,ation,62812,457,Lake ,Riverside,29231,352,Highland ,Fairview,35709,2001,1,5.46,8.95,25.63,10.28,13.46,0.00,2002,1
pricallyeingn stpriought,bar,38828,435,Church Lincoln,Midway,71904,255,Central Oak,Harmony,35804,2001,1,65.98,67.95,0.00,73.88,98.26,0.00,2002,1
pricallyeingn stpriought,bar,34136,456,Franklin ,Riverview,39003,null,Pine ,null,63604,2001,1,77.86,90.31,0.00,96.57,190.24,0.00,2002,1
pricallyeingn stpriought,eing,55709,492,Forest 6th,Bunker Hill,40150,null,West ,Oak Grove,38370,2001,1,63.88,100.93,0.00,60.93,85.30,0.00,2002,1
pricallyeingn stpriought,eing,55709,492,Forest 6th,Bunker Hill,40150,null,West ,Oak Grove,38370,2001,1,63.88,100.93,0.00,85.65,105.34,0.00,2002,1
pricallyeingn stpriought,eing,55709,492,Forest 6th,Bunker Hill,40150,null,West ,Oak Grove,38370,2001,1,63.88,100.93,0.00,89.67,149.74,160.36,2002,1
pricallyeingn stpriought,eing,55709,492,Forest 6th,Bunker Hill,40150,null,West ,Oak Grove,38370,2001,1,63.88,100.93,0.00,91.94,108.48,0.00,2002,1
pricallyeingn stpriought,ese,49431,27,4th ,Plainview,53683,938,West ,Shiloh,29275,2001,1,10.20,18.76,0.00,57.32,83.11,0.00,2002,1
pricallyeingn stpriought,ese,28828,372,Highland 6th,Sunnyside,71952,692,12th Spruce,Marion,60399,2001,1,33.39,57.09,0.00,4.30,5.20,12.14,2002,1
pricallyeingn stpriought,ese,32477,277,West 14th,Waterloo,51675,918,River ,Unionville,81711,2001,1,49.63,55.08,0.00,1.60,2.22,0.00,2002,1
pricallyeingn stpriought,n st,38370,78,2nd Park,Stringtown,70162,478,Mill ,Crossroads,20534,2001,1,18.92,22.70,0.00,null,86.84,null,2002,1
pricallyeingn stpriought,ought,39843,446,7th Maple,Murphy,92105,610,Maple ,Deerfield,79840,2001,1,14.63,15.50,0.00,27.69,29.62,675.33,2002,1
pricallyeingn stpriought,ought,30059,618,Chestnut Pine,Woodlawn,64098,200,Main ,Edgewood,30069,2001,1,59.73,117.66,0.00,49.11,59.42,0.00,2002,1
pricallyn stableation,able,39843,550,Washington ,Greenwood,48828,524,Fourteenth Smith,Lakewood,28877,2001,1,88.63,123.19,0.00,75.82,134.20,1577.53,2002,1
pricallyn stableation,bar,75709,701,Laurel ,Riceville,75867,1000,West ,Harmony,85804,2001,1,64.63,122.79,0.00,36.41,36.77,0.00,2002,1
pricallyn stableation,bar,75709,701,Laurel ,Riceville,75867,1000,West ,Harmony,85804,2001,1,64.63,122.79,0.00,79.59,114.60,0.00,2002,1
pricallyn stableation,bar,75709,22,Forest ,Florence,43394,451,View River,Berea,53804,2001,1,67.54,72.94,368.76,36.41,36.77,0.00,2002,1
pricallyn stableation,bar,75709,22,Forest ,Florence,43394,451,View River,Berea,53804,2001,1,67.54,72.94,368.76,79.59,114.60,0.00,2002,1
pricallyn stableation,eing,48370,183,Smith 4th,Summit,70499,941,Lee ,Red Hill,24338,2001,1,42.52,51.02,0.00,77.74,84.73,0.00,2002,1
prieingcallyationese,able,28370,899,Fourth Second,Centerville,60059,474,Chestnut College,Crossroads,80534,2001,1,72.62,87.87,454.71,92.33,177.27,0.00,2002,1
prieingcallyationese,bar,75709,156,Center ,Mountain View,44466,110,Forest Chestnut,Arlington,56557,2001,1,60.12,102.20,51.79,84.97,135.10,0.00,2002,1
prieingcallyationese,cally,48828,884,Park ,Highland,69454,230,Hickory Tenth,Mount Vernon,58482,2001,1,49.68,56.63,0.00,79.83,144.49,3772.77,2002,1
prieingcallyationese,eing,55709,488,Cherry 8th,Riverview,39003,865,1st North,Spring Valley,66060,2001,1,33.98,39.75,0.00,7.88,14.89,638.34,2002,1
prieingcallyationese,eing,73451,630,Ash ,Pine Grove,64593,10,Ridge 2nd,Crossroads,50534,2001,1,60.89,93.16,0.00,23.49,45.33,0.00,2002,1
prieingcallyationese,eing,55709,888,Madison Pine,Providence,86614,290,Main ,Highland,59454,2001,1,98.62,176.52,0.00,7.88,14.89,638.34,2002,1
prieingcallyationese,pri,69231,315,11th 4th,Waterloo,71675,286,Elm Third,Franklin,29101,2001,1,56.72,84.51,1152.64,46.85,87.60,0.00,2002,1
prieseableationableought,able,44136,805,4th ,Walnut,76245,729,Center ,Rosebud,32244,2001,1,11.20,20.60,0.00,79.78,130.83,0.00,2002,1
prieseableationableought,able,44136,258,Madison ,Ashland,64244,495,Washington Railroad,Buena Vista,65752,2001,1,19.28,31.61,0.00,79.78,130.83,0.00,2002,1
prieseableationableought,able,44136,913,10th Jefferson,Mount Zion,88054,517,11th ,Lamar,49793,2001,1,38.21,60.75,0.00,79.78,130.83,0.00,2002,1
prieseableationableought,bar,78721,855,Washington ,Union Hill,67746,990,Cedar ,Tipton,88773,2001,1,19.67,34.61,68.77,22.58,29.12,0.00,2002,1
prieseableationableought,bar,33604,152,Oak Locust,Crossroads,70534,259,East Park,Ferguson,71821,2001,1,42.37,46.18,0.00,45.48,83.68,0.00,2002,1
prieseableationableought,bar,33604,439,Forest ,Georgetown,37057,219,Main Wilson,Shady Grove,62812,2001,1,47.98,58.05,0.00,45.48,83.68,0.00,2002,1
prieseableationableought,eing,68828,641,7th ,Murray,92150,176,Sunset 15th,Highland,49454,2001,1,26.66,38.12,0.00,53.97,55.04,0.00,2002,1
prieseableationableought,ese,35281,562,Fourth ,Edwards,21409,113,Oak Walnut,Maywood,75681,2001,1,86.54,167.02,0.00,95.21,153.28,0.00,2002,1
prieseableationableought,ought,71933,383,Wilson ,Oakwood,40169,801,Oak River,Oakland,79843,2001,1,9.34,11.86,0.00,87.04,119.24,1786.07,2002,1
pripripribarn stought,able,58828,588,Spruce South,Rolling Hills,37272,943,Pine ,Union,09321,2001,1,39.10,52.00,0.00,30.34,60.68,0.00,2002,1
pripripribarn stought,able,49431,460,10th First,Bunker Hill,70150,527,South ,Bethel,65281,2001,1,54.96,72.54,0.00,88.97,118.33,356.08,2002,1
pripripribarn stought,bar,39843,172,Hillcrest ,Bethel,35281,739,Park Locust,Midway,21904,2001,1,57.12,91.96,0.00,30.15,51.85,0.00,2002,1
pripripribarn stought,bar,53451,581,Spring College,Greenfield,75038,247,14th ,Wildwood,76871,2001,1,60.67,103.74,53.21,9.50,10.35,0.00,2002,1
pripripribarn stought,bar,53451,581,Spring College,Greenfield,75038,247,14th ,Wildwood,76871,2001,1,60.67,103.74,53.21,26.87,38.15,0.00,2002,1
pripripribarn stought,bar,29843,715,Mill ,Arlington,56557,238,Hickory ,Philadelphia,85591,2001,1,99.09,120.88,258.87,34.82,58.49,0.00,2002,1
pripripribarn stought,eing,45281,980,Oak Main,Florence,73394,928,Wilson ,Five Points,76098,2001,1,50.10,50.10,0.00,26.27,49.12,0.00,2002,1
pripripribarn stought,eing,45281,713,First ,Waterloo,61675,94,Miller ,Aberdeen,77995,2001,1,73.88,127.81,0.00,26.27,49.12,0.00,2002,1
